110.199;-7.875;34;121.7
110.199;-7.873;32;121.7
110.199;-7.871;32;122.2
110.199;-7.869;32;122.5
110.199;-7.867;27;122.1
110.199;-7.865;29;122.5
110.199;-7.863;41;124.3
110.199;-7.861;58;126.5
110.199;-7.859;57;126.6
110.199;-7.857;63;127.5
110.199;-7.855;77;129.2
110.199;-7.853;63;127.8
110.199;-7.851;78;129.5
110.199;-7.849;57;127.4
110.199;-7.847;47;126.7
110.201;-7.975;2;105.5
110.201;-7.973;3;105.4
110.201;-7.971;4;105.4
110.201;-7.969;3;105.2
110.201;-7.967;4;105.2
110.201;-7.965;3;105
110.201;-7.963;5;105.1
110.201;-7.961;5;105.2
110.201;-7.959;7;105.4
110.201;-7.957;8;105.5
110.201;-7.955;13;106
110.201;-7.953;4;105.1
110.201;-7.951;12;106.3
110.201;-7.949;16;106.8
110.201;-7.947;13;106.6
110.201;-7.945;11;106.5
110.201;-7.943;14;107
110.201;-7.941;13;107.1
110.201;-7.939;14;107.3
110.201;-7.937;17;108
110.201;-7.935;10;107.5
110.201;-7.933;11;107.9
110.201;-7.931;14;108.6
110.201;-7.929;15;109
110.201;-7.927;16;109.5
110.201;-7.925;13;109.6
110.201;-7.923;8;109.2
110.201;-7.921;14;110.3
110.201;-7.919;21;111.6
110.201;-7.917;19;111.5
110.201;-7.915;31;113.3
110.201;-7.913;37;114.1
110.201;-7.911;25;113.4
110.201;-7.909;16;112.8
110.201;-7.907;15;113
110.201;-7.905;14;113.4
110.201;-7.903;22;114.8
110.201;-7.901;18;114.7
110.201;-7.899;20;115.3
110.201;-7.897;17;115.4
110.201;-7.895;20;116.2
110.201;-7.893;27;117.2
110.201;-7.891;35;118.6
110.201;-7.889;47;120.1
110.201;-7.887;64;122.4
110.201;-7.885;65;123.1
110.201;-7.883;52;121.7
110.201;-7.881;51;122.3
110.201;-7.879;44;121.9
110.201;-7.877;31;120.7
110.201;-7.875;26;120.5
110.201;-7.873;26;121.1
110.201;-7.871;27;121.5
110.201;-7.869;26;121.6
110.201;-7.867;28;122
110.201;-7.865;35;123.2
110.201;-7.863;43;124.3
110.201;-7.861;49;125.2
110.201;-7.859;58;126.5
110.201;-7.857;64;127.4
110.201;-7.855;66;127.8
110.201;-7.853;61;127.6
110.201;-7.851;71;128.6
110.201;-7.849;43;125.8
110.201;-7.847;41;125.8
110.203;-7.975;3;105.7
110.203;-7.973;5;105.6
110.203;-7.971;8;105.8
110.203;-7.969;8;105.7
110.203;-7.967;4;105.1
110.203;-7.965;4;105.1
110.203;-7.963;4;104.9
110.203;-7.961;4;104.9
110.203;-7.959;6;105.2
110.203;-7.957;13;106
110.203;-7.955;12;105.9
110.203;-7.953;5;105.1
110.203;-7.951;7;105.6
110.203;-7.949;13;106.4
110.203;-7.947;13;106.4
110.203;-7.945;13;106.5
110.203;-7.943;10;106.4
110.203;-7.941;7;106.2
110.203;-7.939;13;107.1
110.203;-7.937;15;107.5
110.203;-7.935;16;108.1
110.203;-7.933;15;108.2
110.203;-7.931;14;108.3
110.203;-7.929;16;109.1
110.203;-7.927;14;109.1
110.203;-7.925;9;108.7
110.203;-7.923;11;109.3
110.203;-7.921;21;111
110.203;-7.919;21;111.2
110.203;-7.917;22;111.7
110.203;-7.915;41;114.1
110.203;-7.913;38;113.9
110.203;-7.911;34;114.1
110.203;-7.909;21;113.3
110.203;-7.907;19;113.4
110.203;-7.905;18;113.8
110.203;-7.903;25;115
110.203;-7.901;18;114.5
110.203;-7.899;21;115.4
110.203;-7.897;24;115.9
110.203;-7.895;21;116
110.203;-7.893;27;117.1
110.203;-7.891;31;117.9
110.203;-7.889;46;119.8
110.203;-7.887;59;121.7
110.203;-7.885;49;121
110.203;-7.883;43;120.8
110.203;-7.881;39;120.6
110.203;-7.879;38;121.1
110.203;-7.877;32;120.7
110.203;-7.875;27;120.4
110.203;-7.873;25;120.6
110.203;-7.871;24;120.8
110.203;-7.869;26;121.5
110.203;-7.867;29;122
110.203;-7.865;38;123.4
110.203;-7.863;50;125
110.203;-7.861;54;125.5
110.203;-7.859;67;127.3
110.203;-7.857;72;128
110.203;-7.855;65;127.4
110.203;-7.853;43;125.2
110.203;-7.851;59;127.3
110.203;-7.849;45;125.9
110.203;-7.847;41;125.7
110.205;-7.975;2;105.4
110.205;-7.973;4;105.5
110.205;-7.971;5;105.6
110.205;-7.969;5;105.3
110.205;-7.967;4;105
110.205;-7.965;3;104.9
110.205;-7.963;6;105.1
110.205;-7.961;8;105.3
110.205;-7.959;6;105.1
110.205;-7.957;6;105.2
110.205;-7.955;14;106.1
110.205;-7.953;11;105.8
110.205;-7.951;7;105.3
110.205;-7.949;16;106.5
110.205;-7.947;15;106.5
110.205;-7.945;18;107.2
110.205;-7.943;10;106.4
110.205;-7.941;8;106.4
110.205;-7.939;14;107.2
110.205;-7.937;16;107.8
110.205;-7.935;8;107
110.205;-7.933;7;107.1
110.205;-7.931;14;108.3
110.205;-7.929;12;108.4
110.205;-7.927;8;108.2
110.205;-7.925;7;108.4
110.205;-7.923;14;109.5
110.205;-7.921;26;111.4
110.205;-7.919;28;111.9
110.205;-7.917;25;112
110.205;-7.915;27;112.5
110.205;-7.913;35;113.7
110.205;-7.911;38;114.4
110.205;-7.909;20;112.8
110.205;-7.907;18;113.1
110.205;-7.905;17;113.5
110.205;-7.903;23;114.6
110.205;-7.901;23;114.8
110.205;-7.899;18;114.9
110.205;-7.897;27;116.3
110.205;-7.895;31;116.9
110.205;-7.893;38;118
110.205;-7.891;40;118.7
110.205;-7.889;42;119.2
110.205;-7.887;49;120.5
110.205;-7.885;42;120.2
110.205;-7.883;32;119.3
110.205;-7.881;30;119.5
110.205;-7.879;32;120.3
110.205;-7.877;30;120.4
110.205;-7.875;27;120.3
110.205;-7.873;27;120.6
110.205;-7.871;28;121.2
