110.1417,-7.7181,176.5
110.1583,-7.7181,170.2
110.175,-7.7181,160.2
110.1917,-7.7181,148.5
110.2083,-7.7181,136.7
110.225,-7.7181,126.6
110.2417,-7.7181,119
110.2583,-7.7181,114.5
110.275,-7.7181,112.5
110.2917,-7.7181,112.3
110.3083,-7.7181,112.8
110.325,-7.7181,113
110.3417,-7.7181,112.5
110.3583,-7.7181,111.2
110.1417,-7.7346,175.7
110.1583,-7.7346,169.2
110.175,-7.7346,159.1
110.1917,-7.7346,147.5
110.2083,-7.7346,135.9
110.225,-7.7346,126
110.2417,-7.7346,118.6
110.2583,-7.7346,114.2
110.275,-7.7346,112.4
110.2917,-7.7346,112.2
110.3083,-7.7346,112.7
110.325,-7.7346,112.9
110.3417,-7.7346,112.4
110.3583,-7.7346,110.9
110.1417,-7.7512,172.3
110.1583,-7.7512,165.8
110.175,-7.7512,156.1
110.1917,-7.7512,145
110.2083,-7.7512,134.1
110.225,-7.7512,124.9
110.2417,-7.7512,118.1
110.2583,-7.7512,114.1
110.275,-7.7512,112.5
110.2917,-7.7512,112.4
110.3083,-7.7512,112.8
110.325,-7.7512,113
110.3417,-7.7512,112.3
110.3583,-7.7512,110.7
110.1417,-7.7677,166.6
110.1583,-7.7677,160.3
110.175,-7.7677,151.3
110.1917,-7.7677,141.3
110.2083,-7.7677,131.5
110.225,-7.7677,123.4
110.2417,-7.7677,117.6
110.2583,-7.7677,114.2
110.275,-7.7677,112.9
110.2917,-7.7677,112.9
110.3083,-7.7677,113.2
110.325,-7.7677,113.1
110.3417,-7.7677,112.3
110.3583,-7.7677,110.6
110.1417,-7.7842,159.4
110.1583,-7.7842,153.5
110.175,-7.7842,145.6
110.1917,-7.7842,137
110.2083,-7.7842,128.7
110.225,-7.7842,122
110.2417,-7.7842,117.2
110.2583,-7.7842,114.6
110.275,-7.7842,113.6
110.2917,-7.7842,113.6
110.3083,-7.7842,113.7
110.325,-7.7842,113.4
110.3417,-7.7842,112.2
110.3583,-7.7842,110.4
110.1417,-7.8007,151.3
110.1583,-7.8007,146.1
110.175,-7.8007,139.4
110.1917,-7.8007,132.4
110.2083,-7.8007,125.8
110.225,-7.8007,120.5
110.2417,-7.8007,117
110.2583,-7.8007,115.1
110.275,-7.8007,114.4
110.2917,-7.8007,114.3
110.3083,-7.8007,114.2
110.325,-7.8007,113.5
110.3417,-7.8007,112.1
110.3583,-7.8007,110
110.1417,-7.8172,143
110.1583,-7.8172,138.6
110.175,-7.8172,133.3
110.1917,-7.8172,127.9
110.2083,-7.8172,123
110.225,-7.8172,119.2
110.2417,-7.8172,116.7
110.2583,-7.8172,115.5
110.275,-7.8172,115.1
110.2917,-7.8172,114.9
110.3083,-7.8172,114.5
110.325,-7.8172,113.4
110.3417,-7.8172,111.7
110.3583,-7.8172,109.5
110.1417,-7.8337,135.2
110.1583,-7.8337,131.7
110.175,-7.8337,127.7
110.1917,-7.8337,123.8
110.2083,-7.8337,120.3
110.225,-7.8337,117.8
110.2417,-7.8337,116.3
110.2583,-7.8337,115.6
110.275,-7.8337,115.3
110.2917,-7.8337,115
110.3083,-7.8337,114.3
110.325,-7.8337,113
110.3417,-7.8337,111.1
110.3583,-7.8337,108.9
110.1417,-7.8502,128.4
110.1583,-7.8502,125.6
110.175,-7.8502,122.7
110.1917,-7.8502,120.1
110.2083,-7.8502,117.9
110.225,-7.8502,116.4
110.2417,-7.8502,115.5
110.2583,-7.8502,115.1
110.275,-7.8502,114.8
110.2917,-7.8502,114.4
110.3083,-7.8502,113.5
110.325,-7.8502,112.1
110.3417,-7.8502,110.3
110.3583,-7.8502,108.3
110.1417,-7.8667,122.8
110.1583,-7.8667,120.6
110.175,-7.8667,118.6
110.1917,-7.8667,116.9
110.2083,-7.8667,115.5
110.225,-7.8667,114.7
110.2417,-7.8667,114.2
110.2583,-7.8667,113.9
110.275,-7.8667,113.7
110.2917,-7.8667,113.1
110.3083,-7.8667,112.3
110.325,-7.8667,111
110.3417,-7.8667,109.4
110.3583,-7.8667,107.8
110.1417,-7.8833,118.4
110.1583,-7.8833,116.7
110.175,-7.8833,115.2
110.1917,-7.8833,114
110.2083,-7.8833,113.2
110.225,-7.8833,112.7
110.2417,-7.8833,112.3
110.2583,-7.8833,112.1
110.275,-7.8833,111.8
110.2917,-7.8833,111.3
110.3083,-7.8833,110.6
110.325,-7.8833,109.7
110.3417,-7.8833,108.7
110.3583,-7.8833,107.7
110.1417,-7.8998,115.3
110.1583,-7.8998,113.8
110.175,-7.8998,112.6
110.1917,-7.8998,111.7
110.2083,-7.8998,111
110.225,-7.8998,110.5
110.2417,-7.8998,110.1
110.2583,-7.8998,109.8
110.275,-7.8998,109.5
110.2917,-7.8998,109.2
110.3083,-7.8998,108.9
110.325,-7.8998,108.6
110.3417,-7.8998,108.3
110.3583,-7.8998,108.2
110.1417,-7.9163,113.4
110.1583,-7.9163,112
110.175,-7.9163,110.8
110.1917,-7.9163,109.8
110.2083,-7.9163,109
110.225,-7.9163,108.4
110.2417,-7.9163,107.9
110.2583,-7.9163,107.4
110.275,-7.9163,107.2
110.2917,-7.9163,107.2
110.3083,-7.9163,107.4
110.325,-7.9163,107.9
110.3417,-7.9163,108.7
110.3583,-7.9163,109.5
110.1417,-7.9328,111.8
110.1583,-7.9328,110.7
110.175,-7.9328,109.5
110.1917,-7.9328,108.4
110.2083,-7.9328,107.5
110.225,-7.9328,106.7
110.2417,-7.9328,106
110.2583,-7.9328,105.6
110.275,-7.9328,105.4
110.2917,-7.9328,105.8
110.3083,-7.9328,106.7
110.325,-7.9328,108
110.3417,-7.9328,109.8
110.3583,-7.9328,111.7
110.1417,-7.9493,109.1
110.1583,-7.9493,108.8
110.175,-7.9493,107.8
110.1917,-7.9493,106.9
110.2083,-7.9493,106.2
110.225,-7.9493,105.6
110.2417,-7.9493,105
110.2583,-7.9493,104.6
110.275,-7.9493,104.7
110.2917,-7.9493,105.4
110.3083,-7.9493,106.9
110.325,-7.9493,109.1
110.3417,-7.9493,111.8
110.3583,-7.9493,114.7
